sku,product_name,brand,pst,gmv,gv,orders,units,instock,atc,platform_gmv_loss,express_gmv_loss,cvr,asp
N11002065A,CamelTough Wire Rack 4 Shelf Adjustable Storage Rack  Heavy Duty Shelving Unit for Pantry  Laundry  Bathroom  Kitchen  Garage Closet Organization  600Lbs Capacity  Chrome  90L X 35W X 135H cm  HTC-WR604 Chrome 91 x 35 x 137cm,cameltough,outdoor_storage,149.0,14.0,1.0,1.0,100.0,0.0,0.0,0.0,0.07142857142857142,149.0
N11003072A,"4-Tier Heavy Duty Plastic Shelving Unit, 49 Inches Tall, 30Kg Per Shelf, Modular Garage Rack Storage Organizer, For Home Basement Laundry, Black, Size: 56W X 35.6D X 126.2H Cm- 320400 Black 56 x 35.6 x 126.2cm",tactix,cube_shelf,0.0,6.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0
N11003073A,"5-Tier Heavy Duty Plastic Shelving Unit, 67 Inches Tall, 30Kg Per Shelf, Modular Garage Rack Storage Organizer, For Home Basement Laundry, Black, Size: 74W X 32D X 171H Cm- 320402 Black 74 x 32 x 171cm",tactix,cube_shelf,0.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11003147A,"Tactix Heavy Duty Performance 5 Tier Shelf Rack - Multipurpose for Living Room, Kitchen, Garage, Adjustable, Perfect for Organizing Your Space TTX-329014 Beige/Black",tactix,clothes_rack,0.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11003151A,"Storage Shelves 4 Tier Adjustable Garage Storage Shelving, Heavy Duty Utility Rack Shelf Unit For Warehouse Pantry Closet Kitchen, Grey/Brown Dimension: 76W X 30.5D X 152.5H Cm- 329103 Silver Vain 76 x 30.5 x 152.5cm",tactix,clothes_rack,0.0,8.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11057019A,GreenSaver Produce Keeper Clear 1.5Liters,oxo,food_containers,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11057020A,GreenSaver Produce Keeper Clear 4Liters,oxo,food_containers,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11057303A,Plastic Squeezer Dispenser Assorted,chefset,storage_bottles,0.0,2.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N11057304A,Plastic Squeezer Bottle Clear,chefset,storage_bottles,308.01,35.0,10.0,28.0,100.0,18.0,0.0,0.0,0.2857142857142857,11.000357142857142
N11057305A,Squeezer Dispenser Yellow,chefset,storage_bottles,22.0,11.0,2.0,2.0,100.0,5.0,0.0,0.0,0.18181818181818182,11.0
N11057307A,Squeezer Dispenser Clear,chefset,storage_bottles,22.0,18.0,2.0,2.0,100.0,6.0,0.0,0.0,0.1111111111111111,11.0
N11057308A,Squeezer Dispenser Yellow 12ml,chefset,storage_bottles,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059506A,Too Round Container Green 400mm,good_2_go,food_containers,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059507A,Too Square Container Assorted 500ml,good_2_go,food_containers,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059508A,Too Rectangular Container Green 800mm,good_2_go,food_containers,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059509A,Too Round Container Green 800mm,good_2_go,food_containers,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059512A,Too Rectangular Container Green 1.5Liters,good_2_go,food_containers,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059514A,Round W/Comp. Cranberry Red 1.8Liters,good_2_go,food_containers,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059515A,Rectangle Container Green 1Liters,good_2_go,food_containers,9.0,14.0,1.0,1.0,100.0,3.0,0.0,0.0,0.07142857142857142,9.0
N11059516A,Square Container Green 800mm,good_2_go,food_containers,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059517A,Round Box With Compartments Green 1.8Liters,good_2_go,food_containers,0.0,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059518A,Round Container Red 800ml,good_2_go,food_containers,0.0,5.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N11059519A,Round Container Green 800ml,good_2_go,food_containers,0.0,7.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N11059520A,Pizza Container Green 1.2Liters,good_2_go,food_containers,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11059521A,Pizza Container Cranberry Red 1.2Liters,good_2_go,food_containers,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11060672A,Kitchen Dispenser 3 Uses Grey,prestige,food_wrap_dispenser,0.0,9.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N11060739A,Salt & Pepper Shaker Clear ‎2.2 x 22.6 x 13.4cm,prestige,storage_bottles,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11060855A,Oil Vinegar Spray Clear/Silver,prestige,storage_bottles,0.0,11.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0
N11376122A,15-Pack Plastic Tubular Hanger Pink,honey_can_do,closet_clothes_hanger,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11376170A,5-Piece Suit Hanger Set,whitmor,other_storage,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11376198A,Natural Wood Clothespins S And 100,whitmor,closet_organization_systems,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11376212A,2-Piece Drawer Orgaziner Set White,whitmor,cabinet_drawer_organization,0.0,0.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0
N11567894A,"Tactix Multi Combination HD Bin - Wall-Mountable with Large Storage Capacity and Open Front Design for Easy Access, Ideal for Organizing Tools in Garage, Basement or Workshop- 320624 Black",tactix,garage_storage,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11625746A,Double Snack Stack Pink,re_play,food_containers,0.0,0.0,0.0,0.0,100.0,0.9,0.0,0.0,0.0,0.0
N11625747A,Double Snack Stack Skyblue,re_play,food_containers,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11626108A,6-Cup Rectangular Storage Bowl With Lid Blue,anchor_hocking,food_containers,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11626178A,Gia Cake Jar Clear/Pink/Silver,bormioli_rocco,biscuit_cookie_jar,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11626196A,2-layer Dish Rack Silver 40cm,filtex,racks,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11626197A,2-Layer Dish Rack Silver 50cm,filtex,racks,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11626198A,2-Layer Dish Rack Silver 60cm,filtex,racks,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11627646A,Aluminum Foil 75 sq.ft. Yellow 31.5x4.9x4.9cm,glad,aluminium_foil,0.0,0.0,0.0,0.0,0.0,0.0,128.05,0.0,0.0,0.0
N11627647A,Aluminum Foil 200 sq.ft. Yellow 33.8x5.9x5.9cm,glad,aluminium_foil,0.0,1.0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0
N11627651A,Cling Wrap 300Sqft,glad,food_wrap_dispenser,13.0,14.0,1.0,1.0,100.0,8.0,0.0,0.0,0.07142857142857142,13.0
N11627652A,Cling Wrap 1000Sqft,glad,cling_film,0.0,6.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0
N11627654A,Zipper Food Storage Plastic Bags 50 Count 27.4cmx26.5cm yellow,glad,bag,70.0,18.0,5.0,5.0,100.0,5.0,0.0,0.0,0.2777777777777778,14.0
N11627655A,Zipper Storage Bags 20 Count yellow 27.4 x 26.5cm,glad,bag,95.2,36.0,7.0,8.0,100.0,10.0,0.0,0.0,0.19444444444444445,11.9
N11627656A,Zipper Food Storage Freezer Bags 40 Count 16.8x18cm yellow,glad,bag,58.28,13.0,3.0,3.0,100.0,6.0,0.0,0.0,0.23076923076923078,19.426666666666666
N11627657A,Zipper Freezer Bags 25 Count 27.4x26.5cm yellow,glad,bag,150.6,70.0,12.0,12.0,100.0,32.0,0.0,0.0,0.17142857142857143,12.549999999999999
N11627658A,Zipper Sandwich Bags 50 count,glad,bag,422.31,154.0,40.0,43.0,100.0,68.0,0.0,0.0,0.2597402597402597,9.821162790697674
N11627659A,Zipper Food Storage Sandwich Bags 100 Count 14.4cm x 16.5cm yellow,glad,bag,196.8,61.0,12.0,12.0,100.0,26.0,0.0,0.0,0.19672131147540983,16.400000000000002
N11969567A,5-Tier Adjustable Storage Shelf Black 120x30x45cm,honey_can_do,cube_shelf,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11969596A,24 Pocket Out Door Shoe Organizer White 22x54x0.2inch,honey_can_do,clothes_rack,0.0,7.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N11969704A,Fridge Stack Bottle Holder Clear 19.7x10.2x10.2cm,interdesign,racks,0.0,0.0,0.0,0.0,68.75,0.0,0.0,0.0,0.0,0.0
N11969705A,Fridge Binz Soda Can Organizer Clear 34.8x14x9.9cm,interdesign,kitchen_storage_accessories,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N11969717A,Linus Pullz Space Saving Bin Organizer Clear,interdesign,racks,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12019778A,Aluminium Foil 37.5sq feet Silver,diamond,aluminium_foil,9.05,10.0,1.0,1.0,100.0,1.0,0.0,0.0,0.1,9.05
N12019779A,Ultra Strong Sandwich Bag 50 Pieces Clear 16.5x14.9cm,diamond,bag,24.0,9.0,2.0,3.0,100.0,5.0,0.0,0.0,0.2222222222222222,8.0
N12019781A,Aluminum Foil 75 Sq. Ft Silver,diamond,aluminium_foil,0.0,16.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0
N12019782A,Aluminium Foil 25 sq. Feet Silver,diamond,aluminium_foil,115.2,16.0,18.0,18.0,100.0,31.0,0.0,0.0,1.125,6.4
N12019783A,Aluminum Foil Silver 200Sq Feet,diamond,aluminium_foil,205.2,10.0,4.0,6.0,100.0,6.0,0.0,0.0,0.4,34.199999999999996
N12019786A,Ultra Strong Bag Sandwich 100 Pieces,diamond,food_saver,23.72,5.0,2.0,2.0,100.0,6.0,0.0,0.0,0.4,11.86
N12019789A,Falcon Aluminium Foil 75 Sq. Ft Silver 23.22x0.3meter,falcon,aluminium_foil,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12019790A,Aluminium Foil Silver 300mm,falcon,aluminium_foil,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12019791A,Aluminium Foil 7.74m x 30cm Silver 774x30( 25 sq ft)cm,falcon,aluminium_foil,6.95,9.0,1.0,1.0,100.0,5.0,0.0,0.0,0.1111111111111111,6.95
N12019797A,50-Piece Zipper Freezer Bags Clear 21x18cm,falcon,bag,0.0,7.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12019798A,40-Piece Zipper Freezer Bag Clear 27x30cm,falcon,bag,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12019799A,Falcon Freezer Zipper Bag Clear,falcon,bag,0.0,11.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12019803A,Pack Of 2 Aluminium Foil With Free Falcon Baking Paper Silver 23cm,falcon,aluminium_foil,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12368363A,"Raj Stainless Steel Storage Bowl 17.5 CM - PD0010, Nuts Bowl, Food Container, Serving Bowl, Lunch Box Silver 7.4x19.8x17.8cm",raj,food_containers,0.0,33.0,0.0,0.0,100.0,17.0,0.0,0.0,0.0,0.0
N12368364A,"Raj Stainless Steel Storage Bowl 18.5 CM - PD0011, Nuts Bowl, Food Container, Serving Bowl, Lunch Box Silver 18.5x7.5cm",raj,food_containers,21.0,67.0,1.0,1.0,100.0,4.0,0.0,0.0,0.014925373134328358,21.0
N12368365A,"Raj Stainless Steel Storage Bowl 9 CM - PDD006, Nuts Bowl, Food Container, Serving Bowl, Lunch Box Silver 9x4.5cm",raj,food_containers,16.0,40.0,2.0,2.0,100.0,13.0,0.0,0.0,0.05,8.0
N12368366A,"Raj Stainless Steel Storage Bowl 11 CM - PDD007, Nuts Bowl, Food Container, Serving Bowl, Lunch Box Silver 11x5cm",raj,food_containers,58.32,25.0,2.0,8.0,100.0,3.0,0.0,0.0,0.08,7.29
N12368368A,"Raj Stainless Steel Storage Bowl 14.5 CM - PDD009, Nuts Bowl, Food Container, Serving Bowl, Lunch Box Silver 14.5x6.5cm",raj,food_containers,25.8,73.0,2.0,2.0,100.0,18.0,0.0,0.0,0.0273972602739726,12.9
N12369013A,Kitchen Organizer Bin Clear,interdesign,outdoor_storage,0.0,1.0,0.0,0.0,18.75,0.0,0.0,0.0,0.0,0.0
N12598853A,"Airzip Roll Up Vacuum Storage Bag, Airtight Travel Storage Bag, Compression Packing, No Vacuum Needed, Saves Storage Space, Set of 2PC - 25501 Clear 40 x 60cm",airzip,closet_organization_systems,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12598854A,"Airzip Vacuum Storage Bag Hand Pressing, Airtight Storage Bag, Reusable Space Saver Compression Bags for Travel Suitcases and Luggage- 25502 Clear 50 x 60 x 30cm",airzip,other_storage,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12598855A,"Airzip Vacuum Storage Bag, Airtight Storage Bag, Reusable Space Saver Compression Bags for Travel Suitcases and Luggage, Set of 2 Different Sizes 55 X 90cm / 80 X 100cm- 25505 Clear 55 x 90cm",airzip,space_saver_bag,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12598856A,"Airzip Vacuum Bag Hanger, Space Saver Bag for Clothing, Suits and Jackets, Storage Sealer Closet Travel Organizers, Clear, Set of 2 Different Sizes 105 x 70 cm + 145 x 70 cm- 25507 Red/Black 105 x 70cm",airzip,closet_organization_systems,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12675817A,Wardrobe Organizer Brown,margoun,closet_organization_systems,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12709136A,Set Of 4 Go Healthy Store N Go Travel Combo Green/Grey 0.8kg,precise_portions,food_saver,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12771203A,Adjustable Kitchen Cabinet Shelf Organizer White 17inch,youcopia,cabinet_drawer_organization,0.0,0.0,0.0,0.0,100.0,0.7,0.0,0.0,0.0,0.0
N12771207A,Cabinet Spice Rack Organizer - 24 Bottles White 5.7 x 29.2 x 31.4cm,youcopia,storage_bottles,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12771208A,"Youcopia Shelf steps 4-Tier Spice Shelf Cabinet Organizer, Small With Labels, White, 01251-01-WHT White 27.3x18.4x9.4cm",youcopia,storage_bottles,0.0,3.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0
N12771209A,"YouCopia - Crazy Susan 11"" Turntable With Backstop - White, 08001-01-WHT White 11inch",youcopia,racks,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793318A,Batter Dispenser Clear standard,generic,food_wrap_dispenser,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793356A,Triple Paper Dispenser White standard,generic,food_wrap_dispenser,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793377A,Portfolio Corn Flakes Dispenser White/Silver standard,generic,food_containers,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793393A,Triple Paper Dispenser White 232x164x32mm,generic,food_wrap_dispenser,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793448A,Batter Dispenser Clear/Pink standard,generic,food_wrap_dispenser,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793481A,Triple Paper Dispenser White 38.5 X 19 X 7.5 CMcm,generic,food_wrap_dispenser,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N12793490A,16-Piece Spice Rack Set Black/Clear/Silver standard,generic,spice_jars,40.93,14.0,1.0,1.0,100.0,2.0,0.0,0.0,0.07142857142857142,40.93
N13016770A,Raj Stainless Steel Catering Food Cover 29 cm White 28.5cm,raj,food_saver,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13016881A,"Raj Stainless Steel Catering Spice Storage Box, 8.2 cm, MD0M01 - Masala Box, Masala Petti, Spice Box, 7 Compartments and Spoon Silver 20.5cm",raj,food_containers,61.29,23.0,1.0,1.0,100.0,2.0,0.0,0.0,0.043478260869565216,61.29
N13016902A,"Raj Stainless Steel Storage Bowl 20.5 CM - PD0012, Nuts Bowl, Food Container, Serving Bowl, Lunch Box Silver 21x8cm",raj,food_containers,0.0,42.0,0.0,0.0,100.0,16.0,0.0,0.0,0.0,0.0
N13074600A,Cooler Bag With Party Container And Tray Black,santhome,lunch_bag,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13074723A,Set Of 4 Home Spice Container Jars Multicolour 10x4x3inch,generic,food_containers,0.0,15.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0
N13074726A,Electric Lunch Box White/Orange 17x10.8x23.5cm,generic,lunch_box,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13074727A,Electric Insulated Lunch Box Green 22x15x10cm,yupfun,lunch_box,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13075610A,Crazy Susan Turntable With Backstop White 16inch,youcopia,storage_bottles,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13075611A,Storemore Adjustable Cookware Rack White,youcopia,racks,0.0,1.0,0.0,0.0,62.5,0.0,0.0,0.0,0.0,0.0
N13077313A,Heavy Duty Outdoor Storage Box 30 Litre Black 32.5x40.8x38.3cm,tactix,outdoor_storage,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13077314A,Heavy Duty Outdoor Plastic Storage Box 45 litre Black 32.5x60.5x38.3cm,tactix,outdoor_storage,0.0,13.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13077315A,Heavy Duty Outdoor Storage Box 60 litre Black 80.1x38.3x32.1cm,tactix,outdoor_storage,0.0,10.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N13077316A,Heavy Duty Outdoor Storage Box 85 litre Black 36x85x49cm,tactix,outdoor_storage,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13077317A,Heavy Duty Outdoor Storage Box 135 litre Black 85x61x45cm,tactix,outdoor_storage,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13077558A,Hotpack Pvc Food Wrap Cling Film- 300 Sq.Ft. Clear 30x93cm,hotpack,cling_film,209.0,63.0,19.0,20.0,100.0,42.0,0.0,20.4,0.30158730158730157,10.45
N13077577A,"Hotpack Plastic Reclosable Zipper Bags 12cmx25cm , 50Pcs 12x25cm",hotpack,bag,0.0,19.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0
N13079610A,Stainless Steel Sink Caddy Silver 15cm,simplehuman,countertop_wall_organization,0.0,19.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0
N13102969A,Refrigerator Storage Box White 29.5x7x10.5centimeter,yupfun,cabinet_drawer_organization,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13167178A,Rectangular Food Container Clear/Blue 3.9Liters,locknlock,food_containers,59.99,8.0,1.0,1.0,100.0,1.0,0.0,0.0,0.125,59.99
N13190414A,Triple Paper Dispenser White 28 x 48cm,yupfun,food_wrap_dispenser,0.0,7.0,0.0,0.0,100.0,2.0,0.0,0.0,0.0,0.0
N13191174A,Keep Cold Plastic Cooler Icebox Deluxe 102 Liters With Wheels Red 102.0Liters,cosmoplast,cooler,464.51,55.0,1.0,1.0,100.0,15.0,0.0,0.0,0.01818181818181818,464.51
N13205731A,3 Tiers Multipurpose Storage Cabinet With Wheels  White Mix Drawers White Mix 52x42x70cm,cosmoplast,storage_box,298.01,24.0,1.0,2.0,100.0,3.0,0.0,0.0,0.041666666666666664,149.005
N13205732A,Plastic Multipurpose 4 Drawer Storage Cabinet - White Mix White Mix 52x42x70cm,cosmoplast,storage_box,401.01,79.0,2.0,2.0,100.0,10.0,0.0,0.0,0.02531645569620253,200.505
N13205733A,4 Tiers Multipurpose Storage Cabinet With Wheels  Black Mix Drawers Black Mix 70x40x50cm,cosmoplast,storage_box,0.0,44.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0
N13205766A,Cedarattan 4 Tier Storage 92x50x40cm Cabinet with Wheels & Drawers(Grey) Curver Grey 92x50x40cm,cosmoplast,storage_box,1895.44,190.0,10.0,12.0,100.0,47.0,0.0,0.0,0.05263157894736842,157.95333333333335
N13265600A,Zippered Hanging Suit Protector Bag Black,generic,space_saver_bag,20.95,27.0,1.0,1.0,100.0,2.0,0.0,0.0,0.037037037037037035,20.95
N13337086A,2-Layer Wall Hanging Dish Rack with Plastic Drip Tray Silver,royalford,racks,0.0,8.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N13337090A,Airtight Lunch Box With Spoon Blue With White/Grey With White-Assorted 1.35Liters,royalford,lunch_box,22.9,30.0,2.0,2.0,100.0,3.0,0.0,0.0,0.06666666666666667,11.45
N13337159A,3 Layer Wall Hanging Dish Rack With Attached Pp Drain Board Hold 23 Plates 66.5X26X47.7Cm Multicolor,royalford,racks,249.0,83.0,2.0,2.0,100.0,9.0,0.0,13.8,0.024096385542168676,124.5
N13337162A,Dish Rack Silver 625x278x341mm,royalford,racks,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13337616A,3 Layer Corner Rack Silver,royalford,racks,0.0,16.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13337788A,Air Proof Container Clear 500ml,royalford,food_containers,8.19,3.0,1.0,1.0,100.0,2.0,0.0,0.0,0.3333333333333333,8.19
N13337790A,"Airproof Box With Silicone Sealing Ring, Premium Quality Plastic Ware 1100 Ml, 20.5 X 13.2 X 6.5 Cm Clear With Blue 1100ml",royalford,food_containers,72.0,62.0,3.0,4.0,100.0,7.0,0.0,0.0,0.04838709677419355,18.0
N13368345A,Cloth Hanger Max Black 2feet,wonder,closet_organization_systems,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13368346A,Packing And Pocket Shoe Organizer Blue 75cm,generic,clothes_rack,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13368989A,Foldable Undergarments And Socks Storage Box One Size Grey,outad,storage_box,0.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13380194A,Double Cereal Dispenser Black,feelings,food_containers,48.0,11.0,1.0,1.0,100.0,3.0,0.0,0.0,0.09090909090909091,48.0
N13380195A,Double Cereal Dispenser White 13.5x7.5x16.3inch,feelings,food_containers,0.0,12.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N13380196A,Single Cereal Dispenser Red 7.5x7.5x16.3inch,feelings,food_containers,37.2,23.0,1.0,3.0,75.0,5.0,0.0,0.0,0.043478260869565216,12.4
N13380199A,3-Layer Vegetable Trolley Silver 3Liters,feelings,racks,94.0,20.0,2.0,2.0,100.0,6.0,0.0,0.0,0.1,47.0
N13380200A,4-Layer Vegetable Trolley Silver 4Liters,feelings,racks,83.8,10.0,1.0,1.0,100.0,2.0,0.0,0.0,0.1,83.8
N13380219A,Microwave Glass Storage With Lid Blue 400ml,feelings,food_containers,415.01,547.0,41.0,53.0,100.0,126.0,0.0,0.0,0.07495429616087751,7.830377358490566
N13380221A,"Food Storage Container with Lid, Borosilicate Glass, Microwave Safe, BPA Free Blue 600ml",feelings,food_containers,43.2,15.0,1.0,3.0,18.75,3.0,751.13,1038.96,0.06666666666666667,14.4
N13383829A,Plastic Hanger 18 Pieces Assorted,feelings,closet_clothes_hanger,267.01,63.0,15.0,18.0,100.0,31.0,0.0,0.0,0.23809523809523808,14.833888888888888
N13383830A,"Plastic Hanger 18 Pcs Set, Non-Slip Clothes Hanger With Notches, Hangers For Wardrobe, Cloth Display Rack For Space Saving Closet Storage Organizer, Plastic Clothes Hanger Red",feelings,closet_clothes_hanger,342.34,74.0,20.0,22.0,100.0,43.0,0.0,0.0,0.2702702702702703,15.56090909090909
N13406822A,Clothes Clips Premium Quality Plastic Orange/Blue/Green,royalford,closet_organization_systems,180.0,135.0,33.0,36.0,100.0,89.0,0.0,0.0,0.24444444444444444,5.0
N13406830A,6 Pcs Clothes Hanger Set Anti Skid Design Durable Iron Construction 40X20 Cm Silver,royalford,closet_clothes_hanger,0.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13406832A,5 Pieces Cloth Hanger Blue Blue/Brown-Assorted 36x100cm,royalford,closet_clothes_hanger,31.9,17.0,2.0,5.0,100.0,9.0,0.0,0.0,0.11764705882352941,6.38
N13544034A,Caddy Cutlery Holder Silver,premier_housewares,countertop_wall_organization,0.0,4.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13554820A,2-Layer Dish Rack Silver 55.8x24.7x39.2cm,royalford,racks,0.0,9.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13554948A,2-Layer Stainless Steel Wall Hanging Dish Rack Silver,royalford,racks,0.0,72.0,0.0,0.0,100.0,22.0,0.0,0.0,0.0,0.0
N13555070A,"Lunch Box With Water Bottle Blue/White Water Bottle 650Ml, Lunch Box Pink/Blue/White - Assorted",royalford,lunch_box,0.0,16.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
N13555072A,Air Tight Lunch Box Pink/Blue/White - Assorted 1200ml,royalford,lunch_box,4.8,9.0,1.0,1.0,100.0,5.0,0.0,0.0,0.1111111111111111,4.8
N13555242A,Air Proof Box With Silicone Sealing Ring Premium Quality Plastic Ware 800 Ml Multi Color 20.5 X 13.2 X 5 Cm Bpa Free Leak Free Odor Free,royalford,food_containers,28.5,14.0,1.0,3.0,100.0,5.0,0.0,0.0,0.07142857142857142,9.5
N13555288A,Lunch Box Blue/White/Silver 930ml,royalford,lunch_box,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13701505A,2-Tier Dish Rack With Drain Board Silver,generic,racks,0.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13703134A,2 Layer Kitchen Rack Silver,royalford,racks,0.0,24.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
N13703136A,Borosilicate Rectangular Airtight Glass Container Multicolour - Assorted Colour 1040ml,royalford,food_containers,0.0,20.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0
